Task_ID,Employee_ID,Project_ID,Task,Time_Taken_Hours,Completion_Date
3192,153,1,Database Optimization,8,2025-01-09
3193,128,2,Performance Testing,4,2025-02-22
3194,102,1,UI Enhancement,2,2025-02-20
3195,199,2,Database Optimization,2,2025-01-01
3196,88,4,Testing,6,2025-03-12
3197,32,4,Database Optimization,7,2025-03-20
3198,50,5,Feature Development,2,2025-03-14
3199,172,2,Testing,4,2025-03-14
3200,61,4,Design Review,1,2025-03-14
3201,152,4,Database Optimization,10,2025-02-14
3202,61,2,Design Review,2,2025-03-18
3203,72,3,Meeting,4,2025-03-01
3204,145,1,Feature Development,5,2025-02-07
3205,189,1,Design Review,6,2025-02-24
3206,103,3,Code Review,11,2025-02-21
3207,59,4,Feature Development,7,2025-01-11
3208,159,5,Bug Fixing,7,2025-01-19
3209,8,4,Design Review,2,2025-02-15
3210,173,2,Database Optimization,1,2025-03-03
3211,88,2,Feature Development,7,2025-02-13
3212,190,5,Feature Development,4,2025-01-16
3213,192,2,UI Enhancement,6,2025-02-02
3214,87,2,Performance Testing,2,2025-02-13
3215,194,4,Feature Development,5,2025-02-15
3216,102,4,Database Optimization,11,2025-02-24
3217,78,3,Meeting,2,2025-03-09
3218,2,5,Code Review,1,2025-03-25
3219,180,3,Security Patching,2,2025-01-13
3220,152,4,Design Review,9,2025-01-15
3221,134,2,Bug Fixing,6,2025-02-11
3222,82,5,Design Review,5,2025-01-25
3223,182,3,UI Enhancement,6,2025-01-18
3224,103,4,UI Enhancement,5,2025-03-14
3225,119,1,Feature Development,7,2025-03-19
3226,150,2,Database Optimization,9,2025-03-06
3227,61,4,Bug Fixing,11,2025-02-25
3228,106,5,Database Optimization,3,2025-03-16
3229,56,5,Performance Testing,7,2025-03-06
3230,160,4,UI Enhancement,5,2025-03-14
3231,28,5,Database Optimization,9,2025-01-06
3232,115,5,Performance Testing,3,2025-01-20
3233,200,2,Feature Development,11,2025-02-08
3234,72,1,Performance Testing,4,2025-02-02
3235,93,2,Testing,3,2025-01-29
3236,19,1,Testing,5,2025-03-20
3237,179,5,Security Patching,10,2025-01-16
3238,181,1,Meeting,6,2025-03-08
3239,119,2,Design Review,1,2025-03-04
3240,113,1,Performance Testing,2,2025-01-02
3241,65,2,Bug Fixing,4,2025-01-19
3242,153,4,Security Patching,9,2025-01-22
3243,10,2,UI Enhancement,3,2025-01-10
3244,138,4,Performance Testing,4,2025-03-28
3245,106,1,Bug Fixing,10,2025-03-15
3246,73,3,Meeting,2,2025-02-13
3247,20,1,Bug Fixing,1,2025-01-16
3248,59,2,Database Optimization,11,2025-02-01
3249,96,2,Bug Fixing,1,2025-02-23
3250,24,2,Database Optimization,6,2025-03-03
3251,27,4,UI Enhancement,6,2025-03-11
3252,53,4,Testing,5,2025-01-03
3253,11,4,Security Patching,9,2025-03-22
3254,139,4,Meeting,2,2025-01-03
3255,97,2,Code Review,6,2025-01-18
3256,108,1,Code Review,1,2025-01-11
3257,137,5,Database Optimization,10,2025-03-01
3258,157,1,UI Enhancement,10,2025-01-27
3259,102,3,Bug Fixing,12,2025-01-04
3260,199,1,Meeting,3,2025-03-24
3261,98,1,Testing,8,2025-03-17
3262,87,3,Meeting,6,2025-02-19
3263,141,1,Security Patching,10,2025-02-03
3264,98,2,Feature Development,1,2025-03-21
3265,173,2,Database Optimization,11,2025-03-02
3266,62,5,Design Review,4,2025-01-23
3267,83,2,Feature Development,3,2025-02-27
3268,121,2,Security Patching,10,2025-03-28
3269,123,1,Bug Fixing,2,2025-01-30
3270,44,3,Performance Testing,1,2025-02-04
3271,40,3,Testing,6,2025-01-10
3272,114,2,Code Review,4,2025-03-19
3273,7,3,Code Review,1,2025-02-18
3274,4,4,Meeting,9,2025-01-01
3275,178,2,Feature Development,12,2025-02-26
3276,162,4,Testing,7,2025-02-14
3277,119,1,Database Optimization,2,2025-01-19
3278,43,2,Design Review,5,2025-02-28
3279,127,5,Testing,9,2025-03-05
3280,192,5,Feature Development,12,2025-03-07
3281,169,2,Design Review,12,2025-01-05
3282,184,4,Design Review,3,2025-03-25
3283,177,5,Testing,8,2025-02-02
3284,50,1,Design Review,2,2025-02-24
3285,133,5,Database Optimization,11,2025-01-06
3286,166,3,Bug Fixing,12,2025-01-08
3287,21,5,Performance Testing,12,2025-02-21
3288,181,1,Meeting,10,2025-03-13
3289,169,2,Bug Fixing,8,2025-02-23
3290,90,4,UI Enhancement,3,2025-01-28
3291,179,4,Security Patching,4,2025-02-25
3292,40,2,Bug Fixing,4,2025-02-25
3293,26,4,Testing,10,2025-02-13
3294,5,1,Testing,1,2025-03-11
3295,10,2,Bug Fixing,5,2025-01-08
3296,122,1,UI Enhancement,2,2025-01-05
3297,164,4,Feature Development,10,2025-01-02
3298,83,4,Security Patching,7,2025-03-25
3299,46,3,Performance Testing,1,2025-03-17
3300,53,5,Security Patching,9,2025-03-19
3301,119,3,Design Review,12,2025-02-18
3302,47,4,Bug Fixing,11,2025-03-15
3303,146,4,Bug Fixing,12,2025-02-14
3304,115,5,UI Enhancement,6,2025-03-28
3305,95,4,Performance Testing,2,2025-02-27
3306,133,1,Performance Testing,6,2025-03-06
3307,199,4,Security Patching,5,2025-02-17
3308,93,4,Meeting,6,2025-03-16
3309,143,5,Code Review,12,2025-01-10
3310,199,3,UI Enhancement,3,2025-03-03
3311,114,2,Security Patching,9,2025-01-12
3312,78,3,Security Patching,6,2025-02-12
3313,142,1,Testing,1,2025-03-22
3314,20,1,Bug Fixing,6,2025-02-19
3315,56,3,Database Optimization,6,2025-03-11
3316,189,5,Security Patching,5,2025-01-22
3317,1,5,Feature Development,6,2025-03-10
3318,147,1,Database Optimization,4,2025-02-26
3319,6,5,Code Review,7,2025-03-15
3320,184,5,UI Enhancement,7,2025-02-17
3321,183,5,Testing,4,2025-03-10
3322,91,3,Database Optimization,5,2025-02-11
3323,92,2,Testing,1,2025-02-19
3324,37,5,UI Enhancement,5,2025-03-28
3325,23,5,Security Patching,5,2025-01-06
3326,151,1,Code Review,11,2025-03-15
3327,186,2,Feature Development,12,2025-03-16
3328,22,4,Meeting,1,2025-03-25
3329,155,4,Bug Fixing,2,2025-03-25
3330,113,5,Code Review,4,2025-03-27
3331,119,2,Database Optimization,8,2025-02-02
3332,187,2,UI Enhancement,5,2025-02-17
3333,52,2,Design Review,4,2025-01-03
3334,16,3,Database Optimization,4,2025-01-07
3335,77,2,Design Review,2,2025-01-03
3336,71,2,UI Enhancement,10,2025-02-04
3337,84,5,Feature Development,12,2025-03-09
3338,167,2,Security Patching,3,2025-03-05
3339,122,3,Security Patching,1,2025-02-06
3340,46,1,Performance Testing,2,2025-03-02
3341,95,1,Meeting,2,2025-02-05
3342,16,5,Feature Development,3,2025-02-13
3343,50,1,Feature Development,4,2025-01-03
3344,169,2,Performance Testing,1,2025-02-19
3345,111,1,Database Optimization,4,2025-01-11
3346,126,3,Meeting,10,2025-02-24
3347,40,5,Meeting,8,2025-01-22
3348,29,3,Design Review,3,2025-01-07
3349,47,3,Database Optimization,12,2025-02-11
3350,43,4,Testing,10,2025-03-09
3351,106,2,Security Patching,2,2025-01-10
3352,102,3,Database Optimization,11,2025-02-18
3353,29,4,Security Patching,12,2025-02-08
3354,188,2,Feature Development,3,2025-01-28
3355,149,1,Performance Testing,5,2025-01-17
3356,195,4,Security Patching,5,2025-03-10
3357,184,3,Database Optimization,7,2025-02-22
3358,133,4,Code Review,7,2025-01-28
3359,76,4,Bug Fixing,6,2025-03-22
3360,131,2,Performance Testing,10,2025-02-23
3361,149,1,Bug Fixing,12,2025-01-27
3362,82,5,Testing,2,2025-02-25
3363,52,3,Design Review,4,2025-01-28
3364,93,2,UI Enhancement,1,2025-03-24
3365,164,1,Performance Testing,10,2025-02-27
3366,122,4,Code Review,2,2025-01-26
3367,69,2,Testing,4,2025-02-06
3368,155,2,Security Patching,10,2025-01-16
3369,190,3,Feature Development,1,2025-02-14
3370,112,4,Meeting,5,2025-02-21
3371,126,4,Security Patching,5,2025-01-01
3372,69,4,Design Review,5,2025-01-29
3373,195,1,Database Optimization,12,2025-01-08
3374,33,1,Database Optimization,11,2025-02-06
3375,52,2,Database Optimization,12,2025-02-20
3376,192,5,Database Optimization,1,2025-01-01
3377,109,5,UI Enhancement,12,2025-03-20
3378,143,1,Meeting,12,2025-02-05
3379,11,2,Feature Development,4,2025-02-13
3380,58,1,Security Patching,4,2025-02-25
3381,135,4,Bug Fixing,9,2025-03-19
3382,144,3,Code Review,2,2025-01-19
3383,183,5,Meeting,3,2025-03-21
3384,50,5,Security Patching,3,2025-03-04
3385,187,2,Testing,5,2025-01-08
3386,37,3,Database Optimization,4,2025-01-09
3387,48,2,UI Enhancement,10,2025-03-27
3388,104,2,Feature Development,3,2025-02-28
3389,84,4,Performance Testing,10,2025-01-16
3390,90,4,UI Enhancement,12,2025-03-07
3391,91,4,Performance Testing,1,2025-02-22
3392,165,1,Design Review,7,2025-03-22
3393,38,2,Design Review,11,2025-02-17
3394,170,2,UI Enhancement,11,2025-01-11
3395,180,1,Database Optimization,4,2025-02-03
3396,74,1,Meeting,2,2025-03-11
3397,153,1,Bug Fixing,2,2025-01-31
3398,142,1,Meeting,10,2025-01-30
3399,167,3,Testing,7,2025-03-11
3400,103,4,Bug Fixing,2,2025-03-22
3401,191,1,Design Review,5,2025-03-15
3402,44,5,Testing,5,2025-03-19
3403,13,4,Bug Fixing,3,2025-02-25
3404,72,5,Testing,1,2025-02-05
3405,4,2,Design Review,10,2025-01-02
3406,162,2,Bug Fixing,4,2025-02-19
3407,101,2,Testing,8,2025-02-19
3408,54,1,Bug Fixing,5,2025-01-19
3409,194,2,Security Patching,8,2025-02-19
3410,39,3,Meeting,2,2025-03-27
3411,139,3,UI Enhancement,7,2025-02-25
3412,188,2,Security Patching,4,2025-01-30
3413,60,4,Security Patching,10,2025-02-28
3414,55,4,Bug Fixing,12,2025-01-01
3415,141,2,Bug Fixing,9,2025-02-26
3416,179,1,Security Patching,9,2025-01-30
3417,147,1,Testing,5,2025-01-08
3418,126,1,Feature Development,11,2025-03-26
3419,107,2,Bug Fixing,11,2025-03-03
3420,162,1,Feature Development,4,2025-01-06
3421,198,3,Bug Fixing,8,2025-03-10
3422,175,5,Security Patching,8,2025-02-26
3423,154,2,Security Patching,12,2025-02-17
3424,66,1,Testing,11,2025-01-09
3425,180,3,Feature Development,8,2025-03-04
3426,18,1,UI Enhancement,10,2025-01-11
3427,138,1,Performance Testing,5,2025-02-07
3428,68,4,Design Review,8,2025-01-08
3429,157,4,Database Optimization,8,2025-02-20
3430,91,4,UI Enhancement,1,2025-02-20
3431,72,3,Meeting,3,2025-02-04
3432,8,4,Code Review,6,2025-03-03
3433,155,1,Feature Development,6,2025-01-04
3434,114,5,Database Optimization,2,2025-02-01
3435,11,5,Database Optimization,9,2025-01-15
3436,198,5,Testing,2,2025-03-11
3437,16,5,Design Review,8,2025-03-01
3438,192,3,Bug Fixing,4,2025-02-19
3439,130,1,UI Enhancement,1,2025-02-15
3440,199,4,Bug Fixing,5,2025-03-03
3441,100,4,Bug Fixing,5,2025-02-16
3442,45,1,Meeting,8,2025-03-18
3443,142,3,Feature Development,12,2025-03-28
3444,102,3,Security Patching,3,2025-03-04
3445,6,1,Code Review,3,2025-02-14
3446,60,5,Database Optimization,1,2025-02-28
3447,64,2,Security Patching,7,2025-02-07
3448,172,3,Code Review,2,2025-01-29
3449,89,5,Design Review,8,2025-01-17
3450,191,1,Code Review,1,2025-03-21
3451,135,2,UI Enhancement,10,2025-02-07
3452,101,3,UI Enhancement,5,2025-02-16
3453,115,2,Security Patching,1,2025-03-02
3454,127,1,Performance Testing,1,2025-01-04
3455,130,4,Bug Fixing,5,2025-02-03
3456,76,4,Performance Testing,8,2025-03-28
3457,123,3,Testing,11,2025-01-07
3458,72,5,Code Review,7,2025-02-08
3459,42,5,Performance Testing,12,2025-02-09
3460,28,2,Feature Development,2,2025-02-28
3461,154,5,Performance Testing,12,2025-01-13
3462,50,4,Bug Fixing,11,2025-02-22
3463,41,3,Meeting,7,2025-03-17
3464,16,2,UI Enhancement,8,2025-01-19
3465,191,5,Database Optimization,3,2025-03-27
3466,32,4,Performance Testing,1,2025-01-31
3467,173,4,Database Optimization,6,2025-01-16
3468,200,5,Performance Testing,11,2025-03-05
3469,69,3,Security Patching,11,2025-01-28
3470,18,1,Database Optimization,12,2025-02-14
3471,162,3,Code Review,3,2025-03-14
3472,130,3,Testing,10,2025-02-18
3473,20,1,Code Review,5,2025-01-31
3474,167,5,Bug Fixing,2,2025-03-08
3475,41,1,Feature Development,6,2025-01-29
3476,57,1,Performance Testing,1,2025-03-20
3477,95,3,Design Review,9,2025-02-11
3478,114,2,Meeting,12,2025-02-19
3479,110,3,Bug Fixing,3,2025-01-01
3480,106,1,Code Review,3,2025-03-12
3481,62,4,UI Enhancement,12,2025-01-24
3482,69,4,Testing,4,2025-02-04
3483,99,3,Design Review,2,2025-01-24
3484,52,4,Meeting,3,2025-03-13
3485,112,2,Security Patching,10,2025-02-28
3486,105,1,Code Review,10,2025-03-07
3487,84,3,Design Review,7,2025-02-09
3488,1,1,Database Optimization,2,2025-02-16
3489,68,4,Feature Development,4,2025-03-25
3490,94,2,Meeting,2,2025-03-23
3491,72,3,UI Enhancement,12,2025-03-23
3492,118,4,UI Enhancement,4,2025-03-04
3493,30,4,Database Optimization,8,2025-02-04
3494,177,2,Meeting,8,2025-01-07
3495,190,2,Database Optimization,10,2025-01-11
3496,185,1,Feature Development,4,2025-03-05
3497,6,3,Performance Testing,12,2025-03-10
3498,53,2,Testing,12,2025-03-09
3499,18,3,Performance Testing,7,2025-02-13
3500,156,4,Bug Fixing,12,2025-01-11
3501,106,2,Security Patching,5,2025-01-29
3502,15,2,Code Review,4,2025-03-11
3503,119,1,Security Patching,8,2025-03-21
3504,162,5,Database Optimization,1,2025-01-10
3505,48,3,Performance Testing,5,2025-03-17
3506,125,3,Security Patching,1,2025-03-10
3507,99,4,Database Optimization,12,2025-01-15
3508,169,3,Code Review,3,2025-01-23
3509,53,1,Bug Fixing,7,2025-02-05
3510,60,1,Feature Development,8,2025-01-30
3511,100,1,Feature Development,1,2025-03-08
3512,56,4,Design Review,5,2025-03-26
3513,17,1,Database Optimization,11,2025-03-09
3514,175,3,Testing,1,2025-01-08
3515,71,4,Meeting,4,2025-03-26
3516,6,3,Security Patching,12,2025-02-04
3517,192,1,UI Enhancement,4,2025-02-15
3518,147,4,Testing,10,2025-02-17
3519,191,1,Security Patching,7,2025-02-14
3520,89,3,Bug Fixing,1,2025-03-16
3521,199,1,Feature Development,7,2025-01-03
3522,72,5,Testing,5,2025-03-02
3523,169,4,Meeting,4,2025-01-23
3524,85,4,Bug Fixing,7,2025-02-10
3525,122,1,Meeting,2,2025-03-22
3526,2,2,Database Optimization,12,2025-01-02
3527,47,1,Security Patching,9,2025-02-10
3528,176,4,Testing,1,2025-01-06
3529,112,3,UI Enhancement,1,2025-03-23
3530,48,4,Testing,5,2025-01-01
3531,14,5,Database Optimization,4,2025-01-08
3532,34,4,Design Review,10,2025-01-21
3533,195,1,Testing,10,2025-03-17
3534,33,4,UI Enhancement,4,2025-01-25
3535,2,3,Testing,10,2025-03-05
3536,76,2,Bug Fixing,11,2025-03-28
3537,175,2,Testing,12,2025-01-01
3538,4,3,Design Review,9,2025-01-03
3539,24,2,Design Review,11,2025-02-24
3540,24,2,Bug Fixing,5,2025-01-16
3541,171,3,Code Review,8,2025-02-11
3542,105,1,Code Review,8,2025-03-19
3543,51,3,Security Patching,10,2025-01-09
3544,9,1,Security Patching,11,2025-01-01
3545,137,1,Bug Fixing,3,2025-03-06
3546,146,2,Performance Testing,1,2025-02-06
3547,153,4,Performance Testing,10,2025-03-18
3548,64,3,Database Optimization,10,2025-02-07
3549,125,2,Feature Development,2,2025-01-29
3550,102,5,Performance Testing,7,2025-02-19
3551,112,3,Code Review,8,2025-01-23
3552,70,2,Code Review,3,2025-01-05
3553,139,1,Meeting,4,2025-02-03
3554,26,2,Feature Development,2,2025-03-25
3555,108,3,Security Patching,2,2025-01-27
3556,174,4,Bug Fixing,8,2025-02-12
3557,45,5,Security Patching,2,2025-01-07
3558,193,3,Database Optimization,6,2025-01-31
3559,163,1,Security Patching,8,2025-03-24
3560,139,4,Design Review,4,2025-03-27
3561,175,1,Design Review,3,2025-03-02
3562,189,1,Security Patching,8,2025-01-08
3563,8,4,Meeting,10,2025-03-26
3564,11,5,UI Enhancement,12,2025-01-03
3565,111,2,Feature Development,6,2025-01-29
3566,66,3,Meeting,6,2025-02-01
3567,101,4,Feature Development,6,2025-02-09
3568,183,1,Code Review,5,2025-02-28
3569,58,1,UI Enhancement,10,2025-03-18
3570,122,5,Meeting,10,2025-03-24
3571,8,1,Performance Testing,7,2025-03-24
3572,30,3,UI Enhancement,11,2025-02-06
3573,79,3,Security Patching,12,2025-01-08
3574,177,5,Bug Fixing,4,2025-03-14
3575,191,5,UI Enhancement,5,2025-01-09
3576,171,4,Performance Testing,9,2025-02-11
3577,153,2,Bug Fixing,10,2025-02-10
3578,159,3,Feature Development,1,2025-01-08
3579,118,4,Security Patching,12,2025-02-27
3580,148,5,Security Patching,9,2025-03-22
3581,90,3,UI Enhancement,11,2025-02-20
3582,66,2,Meeting,5,2025-02-13
3583,152,2,Database Optimization,12,2025-01-26
3584,129,2,Meeting,4,2025-03-10
3585,103,3,Security Patching,12,2025-01-30
3586,84,2,Testing,5,2025-01-30
3587,90,5,Feature Development,6,2025-01-04
3588,191,1,Design Review,12,2025-03-01
3589,163,5,Feature Development,4,2025-01-28
3590,74,3,Feature Development,6,2025-03-14
3591,88,5,Testing,11,2025-03-10
3592,38,1,Design Review,10,2025-03-15
3593,78,1,Testing,3,2025-02-16
3594,137,3,Design Review,4,2025-02-24
3595,87,3,Design Review,12,2025-01-07
3596,54,2,Meeting,2,2025-03-12
3597,66,4,Bug Fixing,11,2025-01-15
3598,132,5,Testing,2,2025-02-28
3599,190,5,Database Optimization,8,2025-03-01
3600,139,4,Database Optimization,7,2025-01-28
3601,58,2,UI Enhancement,2,2025-02-09
3602,14,3,Feature Development,2,2025-03-25
3603,85,5,Bug Fixing,12,2025-02-05
3604,44,2,Testing,3,2025-02-05
3605,153,1,Performance Testing,2,2025-03-27
3606,63,4,UI Enhancement,7,2025-01-13
3607,39,3,Database Optimization,1,2025-02-01
3608,19,5,Meeting,9,2025-02-15
3609,77,3,Feature Development,4,2025-02-12
3610,196,1,Security Patching,11,2025-03-26
3611,4,2,Feature Development,3,2025-01-22
3612,186,3,Database Optimization,6,2025-02-06
3613,25,3,Bug Fixing,11,2025-01-04
3614,17,4,Bug Fixing,5,2025-02-01
3615,62,3,Design Review,7,2025-03-05
3616,48,3,Testing,6,2025-02-22
3617,70,3,Security Patching,8,2025-02-25
3618,181,2,Testing,4,2025-02-03
3619,190,3,Code Review,2,2025-03-20
3620,35,4,Bug Fixing,5,2025-02-19
3621,118,1,Bug Fixing,11,2025-01-16
3622,11,1,Feature Development,12,2025-02-16
3623,102,3,Feature Development,9,2025-01-16
3624,5,3,Security Patching,2,2025-03-15
3625,179,4,Bug Fixing,1,2025-01-09
3626,178,3,Performance Testing,1,2025-03-14
3627,59,5,Testing,5,2025-03-03
3628,197,3,Code Review,3,2025-02-21
3629,40,2,Bug Fixing,8,2025-03-16
3630,168,5,Performance Testing,7,2025-03-15
3631,173,3,Code Review,11,2025-02-07
3632,54,5,Security Patching,12,2025-03-23
3633,70,4,Performance Testing,8,2025-01-01
3634,75,1,Code Review,1,2025-02-22
3635,137,1,Meeting,3,2025-01-24
3636,164,5,Design Review,5,2025-01-14
3637,197,1,Bug Fixing,6,2025-03-20
3638,3,2,Performance Testing,6,2025-01-21
3639,156,4,Code Review,1,2025-03-21
3640,120,2,Design Review,10,2025-03-23
3641,37,4,Testing,2,2025-01-03
3642,126,3,Design Review,12,2025-02-21
3643,102,1,UI Enhancement,8,2025-03-09
3644,26,3,Feature Development,10,2025-03-19
3645,65,3,UI Enhancement,8,2025-02-14
3646,38,5,Feature Development,8,2025-03-06
3647,109,2,Performance Testing,10,2025-02-19
3648,195,1,Feature Development,1,2025-01-15
3649,120,3,UI Enhancement,12,2025-03-16
3650,49,3,Security Patching,11,2025-01-24
3651,22,1,Security Patching,3,2025-01-26
3652,170,2,Design Review,11,2025-02-20
3653,191,4,Database Optimization,3,2025-02-27
3654,84,2,Security Patching,3,2025-02-24
3655,156,3,Bug Fixing,10,2025-02-07
3656,8,2,Design Review,6,2025-01-25
3657,27,4,Code Review,4,2025-03-09
3658,84,4,UI Enhancement,10,2025-02-12
3659,164,5,Feature Development,6,2025-01-12
3660,180,4,UI Enhancement,2,2025-02-06
3661,165,2,Performance Testing,6,2025-02-12
3662,35,4,Code Review,9,2025-02-24
3663,200,1,Testing,8,2025-01-25
3664,47,5,Security Patching,7,2025-02-07
3665,150,1,Feature Development,5,2025-01-22
3666,168,3,Database Optimization,2,2025-02-10
3667,130,1,Meeting,11,2025-01-05
3668,133,1,Meeting,10,2025-01-24
3669,84,4,Testing,7,2025-02-10
3670,148,3,UI Enhancement,5,2025-01-02
3671,139,5,Database Optimization,11,2025-03-03
3672,83,3,Meeting,12,2025-03-28
3673,134,4,Security Patching,3,2025-02-26
3674,51,5,UI Enhancement,9,2025-01-29
3675,184,5,Feature Development,6,2025-03-19
3676,3,5,Testing,5,2025-01-14
3677,94,2,Performance Testing,2,2025-01-03
3678,57,2,Database Optimization,3,2025-01-20
3679,66,4,UI Enhancement,9,2025-03-10
3680,175,4,Security Patching,5,2025-03-19
3681,139,3,Meeting,1,2025-02-25
3682,64,2,Database Optimization,1,2025-03-22
3683,41,3,Design Review,4,2025-02-07
3684,166,3,Code Review,1,2025-03-02
3685,106,4,Testing,10,2025-03-10
3686,144,2,Database Optimization,6,2025-02-18
3687,109,2,Meeting,6,2025-03-26
3688,153,5,Feature Development,12,2025-02-20
3689,180,5,Testing,12,2025-03-12
3690,147,2,Security Patching,1,2025-02-15
3691,166,4,Feature Development,12,2025-01-04
3692,2,1,Feature Development,3,2025-01-09
3693,3,1,Database Optimization,4,2025-01-12
3694,15,2,Testing,1,2025-02-09
3695,92,5,Meeting,5,2025-01-31
3696,2,4,Bug Fixing,5,2025-03-01
3697,40,2,Meeting,10,2025-03-15
3698,116,4,Code Review,9,2025-01-01
3699,46,4,Bug Fixing,9,2025-01-23
3700,48,1,Database Optimization,5,2025-02-20
3701,64,2,Meeting,1,2025-03-27
3702,92,1,UI Enhancement,5,2025-03-09
3703,58,4,Bug Fixing,5,2025-03-26
3704,166,2,Performance Testing,2,2025-01-06
3705,28,2,Feature Development,3,2025-03-11
3706,169,2,Database Optimization,2,2025-02-27
3707,83,5,Meeting,4,2025-03-03
3708,5,2,Feature Development,11,2025-02-03
3709,196,4,Security Patching,10,2025-02-20
3710,159,5,Design Review,8,2025-01-06
3711,20,2,Testing,12,2025-01-02
3712,110,2,Bug Fixing,9,2025-01-10
3713,11,2,Meeting,7,2025-01-02
3714,73,3,Design Review,11,2025-03-09
3715,72,2,Feature Development,12,2025-02-04
3716,16,1,Testing,2,2025-01-31
3717,93,5,Feature Development,1,2025-01-09
3718,123,5,Security Patching,5,2025-02-01
3719,96,1,Security Patching,5,2025-01-29
3720,137,5,Testing,10,2025-02-06
3721,155,5,Feature Development,1,2025-03-26
3722,141,5,Code Review,11,2025-01-14
3723,5,4,Meeting,1,2025-01-31
3724,31,2,Testing,7,2025-02-27
3725,28,1,Security Patching,12,2025-02-22
3726,1,3,Performance Testing,11,2025-03-18
3727,8,1,Code Review,4,2025-01-01
3728,69,3,Database Optimization,9,2025-03-14
